id_text,text,label
20051,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",0
41272,This is what happens when u give white people a lot of money,0
20035,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,1
20019,There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.,1
24684,False beliefs about nonexistent biological differences between Black people vs. white is still incredibly prevalent in the medical field. Excellent article exploring how this harms hurt/ill Black people & contributes to police & other kinds of violence URL,0
8709,"It would help out some if he didn't have every single staff member on mic as well, but he has to get in close with gabbys faggot dad",0
45793,IF you greasy lying swamp pig's finally break America who is going to take over the Muslims ?,1
20068,trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.,1
43074,"North Korea if you're going to nuke us, do it while these demons are in California.",1
20047,i hate jews so much i wish the holocaust actually happened,0
7450,"Fuck you faggot, you wouldn't kill a fucking 10 year old.",1
29040,@weebQUIN @sclngnr_II nigga shut up youre only here bc u saw my reply bye,1
20054,oh that's cute. you didn't even read the thing you claim to support. there is nothing biologically inherent in women that would make them less adapt to do it work. thinking so does in fact make you 'crazy stupid'. sorry!,0
23852,Can we deport this loser to Syria. URL,0
737,She's disgusting. I'd let her suck my cock.,0
31767,let's kill all whites,1
18888,"It is when they ask for money, than when I say no yelling at me how ugly and worthless I am. Women know what they are doing. They are trying to take advantage of a lonely man.  I know your bitter and you wish id die. I can tell by how ur typing, ""haha nice guy haha"", ppl like u make me sick.",0
20043,"im ,i hate black people and minorities",0
34000,Y'all need to fuck smart and be educated about sex. You won't catch a disease for fucking 100 different people who are disease free but you definitely gonna catch something for fucking 1 person with an std/hiv. URL,0
20059,happy pride month i'm gay URL,0
20013,"At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself",1
17346,"I actually think you're doing it right if that's how you approach it. Semi casual with some hints of you should care a bit more about being private with it.  Wish my mom was like that. It was extremely formal how she approached it with me. Birds and bees and I was embarrassed and wanting to die, but to her credit she was always supportive of both my siblings and my sexuality and letting us know where the condoms were at and to not get a girl preggers. She always said that it doesn't matter if we're gay or trans or whatever as long as we're happy. So far so good on the happy part.",0
20004,ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes,0
22704,"happy pride month!! 🌈 to my lgbtq+ followers: u are valid. u are seen. u are heard. and u are so, so loved.",0
5919,"I feel like ""you are an atheist and don't have any moral standard"" is much worse language than ""shit"". One of them is dismissive of people and denies their ability to have any contribution, and the other is just on an arbitrary list of naughty words.",1
44014,Nobody cares about u Bengali asshole😂😂,0
20052,"It's just really pointless and insulting to people who actually experience racism by implying our society is in need of a reminder that being a white person is okay. Because I doubt one genuine look at history would leave anyone wondering if ""being white"" in the U.S. will be perceived as a problem.  The very concept of on a personal level being okay with the fact you were born with the skin color you were born with is of course not racist. But the statement just makes it seem like white people are at risk to become some sort of outcasts.",0
33073,@IamJibbish If Baba Bubu succeeds in turning these ones into another terrorist group he would have contributed in successfully creating 3 very deadly terrorist groups in Nigeria *Boko *Herdsmen & *Shiites (hope not),1
22955,"@TheLaurenChen Part of the issue with incels is they are only interested in meeting women online. Probably because they sit all day on their computers. Women and men on dating sites prove to be very superficial in many studies. Get out. Go to the grocery store, the park, actually talk...",0
20033,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1
46952,Jews are straight outta hell,1
5119,At a certain point you genuinely feel bad for the Chinese people. First they get fucked by Chinese warlords. Then they get fucked by the Japanese. Now they are being fucked by CCP.,0
27680,@JamboMagazine Hrrrrrr thats bad but that nigger got more life,1
13461,Holy fuck i would love those tits in my face as you rode my hard cock,0
20003,#whitepower...I'll hang you nigger,1
20049,31 Black Women Who Died In Police Custody URL,0
13141,Come smoke my pole you flaming faggot,1
4266,They've captured a whole religion (falun gong) and sold their organs before. No surprise honestly even if they massacre the concentration camps.,1
48915,"I hope they deport illhan omar , and occasional cortex",0
24371,girls + gays parties are coming back full force this year and that's a promise,0
13723,"Plus, all you need is one good plague and your entire cloister of lesbian nuns is a goner. On the flip side! You probably became a nun at, like, 14",1
41136,It's the Iranians. Shut their whole country down. Take them off the gird.,0
30525,She was the only woman in the top 10 of the Forbes India Celebrity 100 list for 2018. So what goes into the making of brand Deepika Padukone (@deepikapadukone)? 'Kiska Brand Bajega' coming soon only on CNBC-TV18 #KiskaBrandBajega URL,0
4977,"Dude, you look delicious. If I suck you off, will you get me hard in your mouth and fuck your front hole before I come inside your boy hole?",0
38073,"Cough up your cash and beg.  On your knees. I want your mouth kissing the floor. Now. Beautiful girls can make you do anything. Beg for my attention, you slut. Humiliate yourself, entertain me. And show me how weak you are and keep begging desperately for me. #catfishfindom URL",1
30861,"Since most people like to strip zayn off his race, identity and nationality, here's a thread of zayn embracing his heritage, nationality, culture, showing love towards his family and being a proud brown pakistani : URL",0
16568,Suck my dick you cunt. Get over it.,1
42565,I'm a huge fan of really dark skin women and i've no African blood in me.,0
37654,@btap2015 Shame on @ImranKhanPTI while India was banging kashmir this coward was planting the trees. Such a shameless and coward man history will never witness.....,0
20014,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1
7957,Get the fuck out of here you normie faggot. Cut up the street and not across the road for full effect. Do you even fucking lift bro?,1
42773,It's what must be done until Islam is no more.,0
20017,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",0
9715,Literally all poor White people. Race bating isn't just disingenuous. It's dangerous.,0
13194,Yo fuk that bitch,1
20026,"Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!",1
48872,0:42 that nigga got a full on beard and mustache,1
7088,"Stopped reading when you said ""makes fun of me so I cry"" that's not a bf, that's a bully! Someone who really loves you wouldn't ever want to see you cry! You deserve so much better!!",0
20909,"There is no point of being together. I hate my life and my decision of being one! Ahh fuck it. Ive made up my mind and no need to think it over and over again! Some gay guys are into fun only. Repent while you can. In Bible and Al-Quran, there's this story of",0
44767,So only gay people are bad? Dumb.,0
21407,"While the world is hell bent to categorise humans as male or female, saying other sexual orientations aren't natural.. Here is @BTS_twt setting an example to all through a bunch of cartoon characters. HAVE BTS AS YOUR ROLE MODELS!",0
20730,@bobateaslut a faggot,1
20002,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1
46583,"The migrants: man, these Americans are idiots. Ok let's go get caught trying to cross the border.",1
28049,@ADONl5 OOOO the 6/7 Asian YEEHAW,0
20037,A black person Acting scared of harmless Animals Just because..... What's new Dramatics are their specialty,0
23281,"'A'isha (RA) reported: The Messenger of Allah (peace be upon him) used to observe two rak'ahs of Sunnah (prayer) when he heard the Adhan and shortened them. (Sahih Muslim, Book 6, Hadith… URL",0
31848,Women's are trash,1
28148,If this nigga stinks up the rr ima have to beat the shit outta him,1
29906,Sometimes it's nice when the fag takes what it needs and you can enjoy the view. URL,1
17218,Ash like the jews lol,0
43741,"Well once these 'Migrants' realize that they won't be getting into the US ,they'll most likely run off and try to 'settle' for Mexico . And its only a matter of time before they do .Going back home is not their first option .So congratulations libtards , you screwed our neighbors over big time lol",0
45965,"Lgbtqa is natural. But not the rate its happening today and that's something to look into, not ignore out of bias.",0
34133,I'm Muslim I'm against hijab and niqab.. I'm against against Sharia law.. I'm against Antisemitic.. I support XMuslims right to criticize Islam.. I support LGBT.. I support democracy and freedom of speech..,0
18612,To Americans terrorist attacks in Iran? Why not... you cunts think you're the only ones that are allowed to slaughtered civilians?,1
20009,"GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!",1
36766,"This is a hate crime against my people Is not enough to seperate brown families at the border Is not enough to cage brown kids Is not enough to dehumanize, abuse, assault, neglect, starve, brown folks Racists go on a shooting spree to exterminate us like we're nothing Enough URL",0
22951,Happy happy happy pride month from your fav and gayest homo ever. Women are jaw droppingly gorgeous and beautiful and I wouldn't change that thought for anything in the world ❤🧡💛💚💙💜 #PrideMonth #HappyPrideMonth URL,0
20041,"I'm sure there were several others, but Islam is definitely the worst",0
31700,This is for Kevin fe*ge you big fat white nasty smelling fat bitch why you took the mutants off the mufucking schedule with your trifling dirty musty racist ass you big fat bitch oompa loompa body ass bitch I'm coming outside and I'm beating the fuck out of y,1
13874,I want your head hanging over the bed so I can slide my cock down your throat while I finger fuck your slutty pussy,0
20001,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1
36694,We need to call it for what it is: there is an epidemic of white nationalist terror in this country.,0
44836,Can't get behind these America hating cunts...,0
20056,"Trans culture is seeing that and knowing that you look amazing, but having dysphoria leave you feeling hollow and constantly on the verge of tears. URL",0
20118,Another surprising reason to #Remin in the EU: the UK is more equal than most other nations in respect of diversity. #StopBrexit #VoteLibDem URL,0
4310,i can't talk about Desis in America - ill leave them to it  But i've always said its interesting that british desi / south asian community (who im for more familiar with) have been in white dominant england since the 60s and have never had that gora worship problem like east asian community who have been in america since the 50s/60s  Speaks to different cultures maybe?,0
25723,"One needn't be gay, lesbian, bisexual, or transgender to celebrate Pride Month. We should all celebrate Pride Month because it's the right thing to do. Nobody should be ashamed of who they are; what a terrible way to go through life. The world needs all the love it can get 🌈",0
20045,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,1
1200,Fuck Islam we should actually fight it,0
36797,"I have met a lot of people who I wish to fuck 🍑🍆with but they are just ""geographically unfuckable""",0
20034,gay people should die,1
23784,Any guys wanna get teased I'm rly bored ughh hmu🙄 #horny #nudes #latina #ass #tits,0
43302,"Satan really is a pedophile, and that's the person you want for your spiritual enlightenment...",0
29610,"Black women more likely to experience sexual harassment in the workplace, study finds URL",0
49854,"Where are the pictures of the illegal bolshiveks, Israelis, and other war profiteering immigrants. Oh, theyre building new houses in Socal freshly burned for them by their luciferian zionist ""elders."" Seek the creator, cherish sacred women, and, dipshit swarzenegger nerds, get off the barbitols.",1
49821,She just made that house negro look like a incompetent clown.,1
18109,"There is a lot of propoganda in both countries about how things work in the other countries. I have lots of Pakistsani friends here in Toronto. And before I met them I also believed Sharia was rampant in Pakistan just like they believed muslims were ""persecuted"" in India.",0
39900,@winterbrass @Puertorock77_ @WackyW3irdo @_Duhwayne_ @Twitch @winterbrass stfu okay. Thats all i can say. Grocery and Nigger have nothing in comon. Why so avidly deffending her huh. Is she paying you to deffend her or what ? Whats in it for all you ppl deffending her ? So from now on ppl will be droping hard r n words with out consequence?,1
8243,"i mean, i just showed 2: ""abortion isnt gonna help poor single mothers, its actually to murder them all"" and ""gun control (which was actually invented way before the black panthers) was invented to control the black panthers""",0
15167,"Simple solution, she's a thot so you must eradicate her",1
42381,Israel first,0
39023,OMG! I haven't seen so many sluts in one place at the same time! 🍬 Sex Dating ➡ URL 🔱 URL,1
11378,"Wow, what a total pile of human garbage she is.",0
48780,"Rudy Jimenez  You don't get it do you? You make your country a shithole, you are hateful racist and shouldn't be around young children. Moron.",1
14382,"Oh wow! You kill and eat people, just like Hannibal Lector?? Ugh, except you fuck them too, just like that German cannibal? Talk about ""WEIRD FUCK""! I'd report you, but I don't actually care what inbred Eurotrash do to their own countries. Just stay away from mine.",1
584,"I just saw the speech, very diverse crowd, of blacks, whites, and men and women! A very good sign!",0
16913,The fuck you doing in an atheist sub? Nobody wants to hear that preachy bs.,0
48625,Having two moms can mean having gay parents.  Girl: Is that even possible?,0
21825,I keep watching all these dead beat broke ass niggas get bitches pregnant & it's pissing me off cuz I'd really raise the shit outta kid 😩😂,1
2464,"Whores are made for nice guys, she seems like she actually respects herself. Traditional girls aren't empty shells of women. Funny how you typing that comment says more about your blind hatred for traditionalist lifestyles than anything else.",1
21979,Kill them all put them hoes to rest,1
27973,@UselessCunt3 @lnddomboss Good fag,0
45127,maybe they'll just lower the men's pay,0
13559,I'd fuck your thick ass curry flavored cunt until I filled your cervix with my fresh hot cum. I want your belly and tits to swell up and give your body a purpose aside from whoring yourself online. I want you to be my little Indian slut slave. You want my thick hard white American dick to put a baby in you?,1
35919,Anitwit girls trying to hold in tweeting about fucking 2D characters URL,0
20024,"Yes, in barbaric, authoritarian cultures that have since been condemned. Interesting that Christians desire to perpetuate the same idea.",both
4275,"Fuck the chinese! They should all be extermimated! Look up ""dog boiled alive china"" and see if your opinion changes. We need to send all our nukes over there.",1
13515,YoUr Iq HaS hIt ThE nEgAtIvEs why are you so terrible at talking shit? why dont you just fucking die? JUST FUCKING DIE!,0
20069,Trans rights are human rights,0
35291,🍍 Young & Pretty Shemale Tastes her Own Cum URL,0
20046,"Men are still ten times more likely to die on the job. As we get more ""equality"", I don't see women taking dangerous jobs from men. Women are taking safe jobs from men so even more men will die on the job. If we were to have a another Vietnam (60,000 killed), 97% will be men. Men die earlier than women, but spending on woman's healthcare research (breast, ovarian cancer etc.) is four (4) times greater than the sending on mens healthcare research (prostate, testicular cancer etc.). The list goes on.",0
36302,"This Dumbo who is a ola u uber has no problem in halal meat being advertised. Which means it's a product of a particular religion and slaughtered by a muslim, and you have no problem in that. Neither you will see an issue there after all it's your religion. URL",0
12207,"I have no gripes, but I grew up envious of the looks of my full filipino half brother ( i just think asian guys look cool) so I would be happy if I was full asian. However, I dont like the idea of being or looking like someone other than myself so im content. Im pretty asian passing as well so that's adds to it. Culturally, im basically just asian so being a hapa is a negative in that light since I never get treated as such by anyone outside my asian friends.",0
38463,.@realdonaldtrump don't bother speaking to the country when another racist bitch goes off because you are inciting them. Your words are hollow and we know you don't believe them. It just makes things worse. #maga #kag,0
1323,"Thank you for posting this! Gives us other ""normal"" women confidence. We all aren't skinny, or shaved, of perky. Doesn't mean we still aren't sexy.",0
42970,_'If you don't worship Israel go and find another home'_ - Donaldo,0
44521,No place on Broadway for jihadi Muslims like this brat.,0
25265,Despite all my rage i'm still just a gay rat at a wedding,0
31061,@unforgivablism some men truly are just trash... thank god i have my friends 😊,1
6634,"From the looks of it, all the males are picking their asses.",0
23956,"Watch ""Death to the Arabs"" URL",0
5080,"no one in the trans community will call or think of you as that. Hang in there -- I know it's harder for us ""not as young"" women but that's MORE evidence that you're not a ""trender"".",0
10651,Should've beat that other nig's ass too.,1
35124,Hot tattooed muscle stud fucks sex toy #hot #gaysex #gay #men #muscle URL,0
44653,Trolls Will Be Ignored the disgusting thing about all this is that your country actually has the resources but your Israeli passport holding congress gives your taxes to Israel. Why ye put up with these traitors is beyond my comprehension.........,0
49863,@Heather Mack The indigenous population of South Africa was never enslaved. Why don't you just throw in mass castration and genocide while you are about making things up?,0
26875,Here we go again. The white man invades a wild animals habitat and cries victim.,0
46286,A B im black but molly is a stupid annoying feminazi who has no business on the show. Espn is a liberal network so if they replaced her they would just have another women do her job. Will cain would be great though,1
28242,"I'm harder than me tryna park a Dodge When I'm drunk as fuck Right next to a humongous truck in a two-car garage Hopping out with two broken legs Trying to walk it off Fuck you too bitch, call the cops I'mma kill you and them loud-ass motherfucking barking dogs",1
25378,@CNN Okay that means you need to ban all mainstream media because you are all Jewish supremacy organizations. @foxandfriends @CNN @ABC @NBCNews you are all supremacy. I'll wait @YouTube and if u don't you'll get sued in common law jurisdiction,1
619,One of my best friends that I live with is black and I can attest to how true this is lmao!! Amazing content.,0
23640,"Whereas bisexual people only experience attraction to two genders, typically (although not always) men (cis and trans) and women (either cis and trans).",0
45676,She's a cute Asain chick,1
43061,"Funny how many dislikes this can have, Chris really spoke the honest truth, white people, mainly white males, have this terribly false belief that they own this entire country. I'd respect the man who's man enough to admit to that not these pussyfooted computer users who jump to make this about parties and politics",0
20064,Lailat al Miraj mubarak to all Muslims.. I'm wishing for everyone's peace & prosperity🤲🏻,0
1919,"Or mentally ill, which they are.",0
20362,"@RajivMessage Unless the Indian elite business families wake up to the globalists mischief, their grandchildren will one day wake up as slaves. Remember you Indian business elites, your billions of dollars are worth zero, if your own country is plummeting and plundered.",0
2975,Lock this comment if you like to actively kill Jews,1
20057,"This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.",1
16236,"Fuck you, you fucking moron, declare war. Europe has twice the population so get fucked. Just ignore the american nukes already in our borders tho lol, don't trigger those.",1
20027,do you have autism or something? why do you talk like a disgusting retard?,both
7343,But you are a little bitch. Try to come across as tough and yet you run away so easily like the bitch ass Nazi fuck you are,1
17501,Too right. Scotland had demonstrated that it is a firmly pro-EU country and is in the transition to becoming a full member.,0
17910,"Maybe its not a coincidence. Maybe god does speak to you through your computer. Terry thought so.  Also ""faggot"" in english is very rude and offensive you shouldn't say it ;)",1
47426,Put a dome over China and let them breathe their own shit!,0
20018,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",0
7933,If you fuck kids you dont deserve the shit sentences these fuckheads get.,1
10125,"Im sure your boss could fire you on the spot and find another smuck like yourself. That's why we need protection, like a stick alone you are weak, but put together we form a mighty faggot!",1
15934,"The incel in my comic isn't inherently unattractive. If he cut his hair, washed his face, maybe trimmed his eyebrows some and stopped having such a piss poor attitude he'd be good to go by plenty of women's standards.",0
20038,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",1
7804,U.K. is full of cry baby virgins lmaooooo,0
8497,Fuck tthat schizo dox those fags,1
20050,"I don't care how threatened you feel, you can't go throwing respect for human rights and due process out the window and just blow a kid away to defend your shit. But this is america the free country founded on genocide and slavery where they hold people in prison camps for years without trial and property is worth more than life so",0
46613,What her position on the Bible being taught in Kentucky now?,0
48760,I wish the black man won,0
24662,wow. females be so damn dumb.,0
49270,If this panel was all guys they would have a problem with that,0
3036,This black girl too fine damn,0
18932,"""Hey there guys, gals, and nonbinary pals!"" best greeting for this imo",0
36214,Lil Mullah celebrating with 72 virgin chichas after realising they can still marry multiple goats even after #TrippleTlaq ban. URL,1
47683,"Matt Parsa ... Iran and it's supporters are digging a hole for themselves , America and its allies will make sure that Iran is buried in that hole .",0
5246,I'm getting sick of women getting bodied by guys,0
6937,"What does ""advocating for a society mirroring Christ's ideals"" mean to you? That sounds like pushing for a theocracy to me, but I don't think that's what you meant. To me, the giving back anecdotes *are* churches trying to change society.",0
41714,"right I'm conserded to be white, but my skin is darker than hers.",0
30484,Ilhan Omar doesn't feel at home in USA & doesn't like USA. USA #LoveItOrLeaveIt Omar Felt More Accepted in Kenyan Refugee Camp Than in U.S. URL,1
44544,Only in MENS tennis Because women hate each other they would never do such things lmao,0
47482,"I bealieve him. Skin cancer hits more on white skin people. Im latina and my people and I spend so much time in the sun..because of work, or just we dont use sunscreen when out. And Ive never heard a case of my latin community to have skin cancer. It happens for some reason mainly to white people only.",0
8745,How many Jews raped you as a child?,0
49917,Viva Iran and Iranian super power,0
20022,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1
37743,"Police shot at you, right in your bone and you are still able to stand straight? Lmfaoooo.. Oga calm down abeg, go and lie to the next person or maybe on facebook. U stumbled and got wounded and posted it and caption rubbish.. U go collect that bullet wey u dey find Insha Allah",1
20058,"Why did I click on your profile? You gave no source anyway, you just are a hateful human being. Good grief. You have been given sources by others disproving your statements, but no you didn't, once you cited the hatesub GC, that is used only to missrepresent Transgender people and to deny their existence",0
7706,"Good to hear! ​ Good luck, and just in case you feel guilty for being how you are like I do sometimes, here's a quick reminder.. ​ It's okay to be feminine if your sex is male, just as it's okay to be masculine if your sex is female!",0
5600,"I've heard a lot about this. They say, ""Assalaamu alaikum"" to every Muslim person they see but then can't even answer simple prayer questions.",0
34611,All y'all little young niggas do around here is ride dick!!!! This whole place a joke 🤣,1
29359,"@terracotta05 Ms. Rapinoe, you are worthy of exclusion on the basis of your vulgar pronouncements that are unfit for adult consumption & abusive to our children. While I pity you I am compelled to pray for your eternal life being spent with God, in Jesus name...Amen",1
34459,"Instead of keeping people like the shooter at the garlic festival and other people who deserve to be in jail, y'all disrespect/put hands on a guy who's not doing anything wrong... y'all  Supposed to protect us  I'm disgusted with my race honestly",0
46653,"So everytime there is a man and a woman, the man takes over the entire thing. Douche",1
5109,eat a dick faggot,1
20060,I love that you enjoy being trans.,0
25308,"Eid Mubarak to everyone celebrating the end of #Ramadan. As many of you probably know, the Austro-Hungarian Army fielded a number of Muslim soldiers, primarily recruited from Bosnia-and-Herzegovina #WW1 #WWI #FWW #GreatWar #History #MilitaryHistory #Ramadan2019 #Islam #Bosniaken URL",0
37805,"The Christchurch killer said he saw Trump as a renewed symbol of white identity with whom he shares a common purpose. (Wonder what that could be?) Trump is praised by David Duke of the KKK, the Alt Right's Richard Spencer & Andrew Anglin, a Neo Nazi, as promoting their agenda. 6/",0
10668,Mmm. I'd love to spray my cum all over those big beautiful tits.,0
28958,"You're a submissive whore, bent over the arm of the sofa. I pulled your hair and fucked your mouth. Then I fucked your slut pussy. I'll use the cum draining from my cock to lubricate your ass hole. That's what I want to hear. Your cries while I pound my cock in your tight ass! URL",1
1030,"Idiots were told to wear a goatskin condom when having sex, not a ***goat***! Ignorant losers.",0
37720,Indian kill the Kashmiris and some puppet said Kashmiri's lives with India not with Pakistan Chutiye #UNandOICsaveKashmiri URL,1
12958,I'd love sucking your big dick!,0
49944,Muster Gwarfield you are an idiot dude. It's white ppl who are doing this lol.,0
8137,I - No woman would take a walk with an incel  II - No woman talks to an incel III - Why do the size of the woman's breasts matter? $10 says you have an alt account and you're going to reposts the responses from poor bastards on this forum who humiliate themselves by thinking they even have a human right to talk to a woman like that.,0
8573,She's from Somalia,0
21835,@realDonaldTrump Like China huh? Wtf? Why are you punishing us? What do you want us to start doing- start shooting them? Wtf! You are punishing US!!! You fucking moron! URL,0
20030,Looks like a nigger with their typical retarded haircuts,1
12565,Anon is a virgin,0
20297,FUCK THIS BOU PUSSY DADDY!!! I want a sexy big dick guy to come and pound this good pussy! It's super tight and juicy for you!  Hmu #TwitterAfterDark Kik Cdgabb #VegasNow,0
25263,"Country singer Ty Herndon released his popular song ""What Mattered Most"" in February 1995. In 2014, he came out as gay. And now, Herndon is re-releasing his hit with updated lyrics — changing the female pronouns to male. URL",0
45913,Disgusting and soul-less men. Do they have kids of their own? How can he allow such predator on the street preying on people's children and able to hug his kids at night. He should be jailed along with that fucker...,0
29306,"i never disliked a bitch over a nigga i disliked a bitch that felt like she can disrespect me over a nigga, let's get that clear.",1
38855,also compart bisexuals to pedophiles again and i will literally come to your house and cut off your ears,1
44051,These immigrants should never have been allowed the vote,0
46401,"Are yall retawded bwo?!?!? - a retard who probably also loves crime and owns an illegal firearm. I actually hate the world we live in, twatter apes think they can ruin credibility of the police because they're all probably criminals themselves, all off a 20 second clip and having absolutely no critical thinking whatsoever just agreeing with the ape that shared it. The world will only get worse.",1
38706,White man tries to kill his wife by poisoning her coffee because she wanted a divorce.  Only serves time on the weekends. White men get all the breaks. URL,0
18306,It really won't make a difference if all these white nationalists disappear. The majority of the top mathematicians and scientists in America are actually Jews anyway.,0
23766,is being trans valid? please retweet after voting for #pride,0
40191,Yea you oppress my people from the south but dont mention the people from the north,0
14479,"I'm biracial, African American mother, Eastern Slavic father, heterosexual, and movie and game ost's",0
20006,DO YOU SEE HOW QUICK THE PROSECUTED THAT BLACK COP IN MPLS. MN. FOR KILLING THAT WHITE NIGGA??? GUESS BARR HAND A HAND IN THAT TO HUH. THESE NIGGA'S ARE GONNA GET THEIR DAY!!,0
5167,oh fuck the amount of gay people on earth is rising,1
4573,Or get rid of the disgusting wastes of men.,0
5515,Getting closer and hope to attend my first Pride as an out gay man in 2020... maybe 2021,0
20008,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1
10796,It's really obvious in heavy metal. Thousands of death metal bands sing about killing Christians. Mention Jewish people once and you'll be exiled into oblivion.,0
41340,"*Felony assault charge??? Are you kidding me. This terrorist got away with attempted murder. Yet it was a simple felony assault!* Oh I forgot, he is white!",1
20007,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,1
20005,"Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL",1
879,"Good, I'd drag my cock over your face just to remind you that you will always be a whore to men, then I'd fuck your little asshole just so you remember it.",0
40926,texas thunder YOU FOUND YOUR FUCKIN DICK FAGGOT,1
9304,"Let's not forget anti-Semitic, lawless open borders, free everything for anyone in the world at the expense of the American taxpayer, multi trillion green new deal without any cost benefit analysis and without any help from the major polluter in the world, China.",0
19356,Women should not be in combat,0
6374,"Promiscuity? Are you from the 16th century? Jesus Christ, relax grandpa.",1
20070,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,0
1408,the self homophobia within you is stronger than the piss the Cheeto swallowed,1
